"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_d2402ca4c4a9","Can_c8ca5fed","Can_2fd0c2d7","transitions_to","transitions_to_life_stage","The subject life stage directly transforms into the object life stage as the next step in the organism's development.","life_cycle_stage_sequence_relation","TEMPORALITY","temporal-sequence","0.97","From earlier egg stage to subsequent larval stage.","Describes that after some time, the egg hatches and a larva emerges, marking the next stage.","","After a few days or weeks, the egg hatches, and a tiny larva ... emerges.","Ch_000002","{
 ""TemporalQualifier"": ""after a few days or weeks"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""after sufficient time for development in the egg"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""hatches"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": null
}","The butterfly egg stage transitions into the larval (caterpillar) stage when the egg hatches."
"RelR_d532bf1d82bb","Can_2fd0c2d7","Can_698b56b9","realized_as","has_organismal_form","Connects an organismal life‑stage concept to the characteristic organismal form that realizes that stage (e.g., larval stage ↔ caterpillar), typically modeled as a pair of inverse predicates (has_organismal_form / is_organismal_form_of).","life_stage_realization_relation","TEMPORALITY","classification","0.95","Stage (larval) linked to its organismal form (caterpillar).","Text explains that the tiny larva is known as a caterpillar.","","a tiny larva, known as a caterpillar, emerges.","Ch_000002","{
 ""TemporalQualifier"": ""during the larval stage"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""known as"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The larval stage of a butterfly is realized as a caterpillar."
"RelR_e7221d14e6a4","Can_698b56b9","En_572416ff","feeds_on","feeds_on","Indicates that the subject organism consumes the object as a primary food source.","trophic_interaction_relation","INTERACTION","trophic","0.98","Consumer-resource relation; caterpillar consumes leaves.","Caterpillars spend most of their time feeding on leaves.","","Caterpillars are voracious eaters and spend most of their time feeding on leaves","Ch_000002","{
 ""TemporalQualifier"": ""during the larval (caterpillar) stage"",
 ""SpatialQualifier"": ""on host plant leaves"",
 ""OperationalConstraint"": ""most of their time is spent feeding"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": ""Behavior: voracious eating; Effect: rapid growth""
}","Caterpillars feed on leaves as their primary food source."
"RelR_6300b6a656ef","Can_698b56b9","Can_2fd0c2d7","is_instance_of","is_organismal_form_of","Connects an organismal life‑stage concept to the characteristic organismal form that realizes that stage (e.g., larval stage ↔ caterpillar), typically modeled as a pair of inverse predicates (has_organismal_form / is_organismal_form_of).","life_stage_realization_relation","TEMPORALITY","classification","0.93","Individual/organism form (caterpillar) mapped to abstract stage (larval).","The text equates the larva with a caterpillar and later describes caterpillars’ behavior in that stage.","","a tiny larva, known as a caterpillar, emerges. The second stage ... is the larva stage.","Ch_000002","{
 ""TemporalQualifier"": ""when the butterfly is in its second life stage"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""second stage of life cycle"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","A caterpillar is the organismal form that constitutes the larval stage of a butterfly."
"RelR_9f438429918d","En_ce80e6aa","En_dd588134","undergoes","undergoes_biological_process","Links an organism or life stage to a biological process or life cycle it undergoes over time (e.g., life cycle, molting, life journey).","biological_process_participation_relation","BIOLOGICAL_PROCESS","biological process","0.97","Direction chosen as organism → process it experiences.","The text explicitly states that caterpillars shed their skin as they grow and names this process molting.","","They shed their skin several times as they grow, a process known as molting.","Ch_000003","{
 ""TemporalQualifier"": ""several times as they grow"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","Caterpillars shed their skin several times as they grow; this process is called molting, which caterpillars repeatedly undergo."
"RelR_a52120e0dce4","En_dd588134","En_e03c4eb3","acts_on","involves_participant","Links a process or event to an entity that participates in or is acted upon within that process (e.g., structures, organisms, organs, flowers).","process_participant_relation","PARTICIPATION","process target","0.93","Process (molting) → structure (caterpillar skin) it affects.","Molting is defined in context as the act of shedding their skin.","","They shed their skin several times as they grow, a process known as molting.","Ch_000003","{
 ""TemporalQualifier"": ""each time they molt"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""a process known as"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Molting is the process that causes the caterpillar to shed its existing skin."
"RelR_4cf622ef6ba7","En_dd588134","En_e03c4eb3","results_in","results_in","Indicates that a process or sequence of events produces a specific outcome or end state.","causal_process_relation","CAUSALITY","causal outcome","0.86","Process → outcome structure; same skin entity used for old and new skin.","The text states that each time they molt, they reveal a new, larger skin underneath.","Same entity represents both old and new skin; relation focuses on outcome of molting.","Each time they molt, they reveal a new, larger skin underneath.","Ch_000003","{
 ""TemporalQualifier"": ""each time they molt"",
 ""SpatialQualifier"": ""underneath"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""reveal"",
 ""LogicalMarker"": ""each time"",
 ""OtherQualifier"": ""ResultCharacteristic: new, larger skin""
}","Each molting event results in the appearance of a new, larger caterpillar skin."
"RelR_ded9d413f38d","En_ce80e6aa","En_988d9ae7","exhibits","exhibits_morphological_variation","Indicates that a taxon or organism group shows variation in a specific morphological attribute or dimension (e.g., shape, size, color) across individuals or species.","morphological_attribute_relation","ATTRIBUTE","morphology","0.95","Organism → morphological trait it displays.","The text explicitly states caterpillars come in a variety of shapes.","","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""depending on the species"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""VariationExtent: variety""
}","Caterpillars display a variety of body shapes."
"RelR_a6858df6cbd5","En_ce80e6aa","En_e799b5a9","exhibits","exhibits_morphological_variation","Indicates that a taxon or organism group shows variation in a specific morphological attribute or dimension (e.g., shape, size, color) across individuals or species.","morphological_attribute_relation","ATTRIBUTE","morphology","0.95","Same construction as shapes and colors; organism → size range.","Sizes are listed among the varied attributes of caterpillars.","","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""depending on the species"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""VariationExtent: variety""
}","Caterpillars display a range of body sizes."
"RelR_a589619d8999","En_ce80e6aa","En_6716cfd7","exhibits","exhibits_morphological_variation","Indicates that a taxon or organism group shows variation in a specific morphological attribute or dimension (e.g., shape, size, color) across individuals or species.","morphological_attribute_relation","ATTRIBUTE","morphology","0.95","Organism → coloration trait.","Colors are directly mentioned as one of the varied caterpillar traits.","","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""depending on the species"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""VariationExtent: variety""
}","Caterpillars display a variety of body colors."
"RelR_4c230fe958db","En_ce80e6aa","En_8b40e98a","has_structure","has_anatomical_structure","Indicates that an organism or body part possesses a particular anatomical structure as one of its parts.","anatomical_structure_relation","PART_WHOLE","anatomical feature","0.96","Organism → defensive structure it has.","The text states some caterpillars have spines for protection.","","Some caterpillars have spines or hairs for protection","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""some caterpillars"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""while"",
 ""OtherQualifier"": ""Function: for protection""
}","Some caterpillars possess spines on their bodies."
"RelR_1f5dc5104f8c","En_ce80e6aa","En_6ec05a79","has_structure","has_anatomical_structure","Indicates that an organism or body part possesses a particular anatomical structure as one of its parts.","anatomical_structure_relation","PART_WHOLE","anatomical feature","0.96","Organism → defensive hair structures.","Hairs are explicitly described as being present on some caterpillars for protection.","","Some caterpillars have spines or hairs for protection","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""some caterpillars"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""while"",
 ""OtherQualifier"": ""Function: for protection""
}","Some caterpillars possess hairs that serve as protective structures."
"RelR_3df40419ea3b","En_8b40e98a","En_aebf4cd3","protects_from","protects_from","The subject trait, structure, or behavior reduces harm or risk posed by the threat entity given as the object (e.g., predators, parasites, environmental hazards).","protective_function_relation","CAUSALITY","defense","0.8","Defensive structure → threat it helps defend against.","Spines are stated to be for protection; predators are the implied threat to caterpillars.","Predators are not explicitly named in this sentence but are referenced later; relation inferred.","Some caterpillars have spines or hairs for protection","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implied target of protection"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ProtectionTarget: caterpillars""
}","Caterpillar spines function to protect caterpillars from their predators."
"RelR_d1bdc662014c","En_6ec05a79","En_aebf4cd3","protects_from","protects_from","The subject trait, structure, or behavior reduces harm or risk posed by the threat entity given as the object (e.g., predators, parasites, environmental hazards).","protective_function_relation","CAUSALITY","defense","0.8","Defensive hair structures → predators as threats.","Hairs are also described as being for protection; predators of caterpillars are the natural threat.","As with spines, predators are implied rather than explicitly named in this clause.","Some caterpillars have spines or hairs for protection","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implied target of protection"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ProtectionTarget: caterpillars""
}","Caterpillar hairs serve as protective structures against predators."
"RelR_ce8bf3619122","En_ce80e6aa","En_a66b7488","exhibits_behavior","exhibits_behavior","Indicates that an organism or life stage displays or performs a specific behavior or behavioral strategy (e.g., camouflage, mimicry).","behavior_expression_relation","AGENCY","camouflage","0.96","Organism → specific camouflage behavior (twig mimicry).","The text notes that some caterpillars mimic the appearance of twigs.","","while others mimic the appearance of twigs or leaves to camouflage themselves from predators.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""some caterpillars"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""while"",
 ""OtherQualifier"": ""Purpose: to camouflage themselves from predators""
}","Some caterpillars show twig mimicry as a behavior."
"RelR_8d7d6743ddbd","En_ce80e6aa","En_37611e4b","exhibits_behavior","exhibits_behavior","Indicates that an organism or life stage displays or performs a specific behavior or behavioral strategy (e.g., camouflage, mimicry).","behavior_expression_relation","AGENCY","camouflage","0.96","Organism → specific camouflage behavior (leaf mimicry).","The passage states that some caterpillars mimic the appearance of leaves.","","while others mimic the appearance of twigs or leaves to camouflage themselves from predators.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""some caterpillars"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""while"",
 ""OtherQualifier"": ""Purpose: to camouflage themselves from predators""
}","Some caterpillars show leaf mimicry as a behavior."
"RelR_496cc219f2a0","En_a66b7488","En_aebf4cd3","protects_from","protects_from","The subject trait, structure, or behavior reduces harm or risk posed by the threat entity given as the object (e.g., predators, parasites, environmental hazards).","protective_function_relation","CAUSALITY","camouflage defense","0.9","Camouflage behavior → predators it defends against.","The text states that mimicking twigs camouflages them from predators.","","others mimic the appearance of twigs or leaves to camouflage themselves from predators.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""appearance of twigs"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to camouflage"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Effect: avoid detection""
}","Twig mimicry behavior helps caterpillars avoid detection by predators."
"RelR_3b8e4973ae47","En_37611e4b","En_aebf4cd3","protects_from","protects_from","The subject trait, structure, or behavior reduces harm or risk posed by the threat entity given as the object (e.g., predators, parasites, environmental hazards).","protective_function_relation","CAUSALITY","camouflage defense","0.9","Camouflage behavior → predator threat it mitigates.","The same phrase applies to leaf mimicry, indicating camouflage from predators.","","others mimic the appearance of twigs or leaves to camouflage themselves from predators.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""appearance of leaves"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to camouflage"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Effect: avoid detection""
}","Leaf mimicry behavior helps caterpillars hide from predators."
"RelR_62814b69a356","En_ce80e6aa","Can_8c5b26a4","contributes_to","contributes_to","Subject has a causal or functional contribution to the state, quality, or outcome represented by the object (e.g., ecological processes, biodiversity levels, or population balance).","ecological_effect_relation","CAUSALITY","ecological role","0.96","Organism → ecological system it is essential to.","The text labels caterpillars as essential to the ecosystem.","","Despite their small size, caterpillars are essential to the ecosystem","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""Despite their small size"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""as they play a crucial role in pollination and maintaining the balance of plant populations"",
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","Caterpillars are described as essential components contributing to the ecosystem."
