"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_e799b5a9","caterpillar sizes","The range of body sizes that caterpillars can have across species.","MorphologicalCharacteristic","0.8","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species.","entity_raw","ClsC_27b6eed4","Caterpillar Morphology","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"En_6716cfd7","caterpillar colors","The different body colorations found in caterpillars of various species.","MorphologicalCharacteristic","0.8","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species.","entity_raw","ClsC_27b6eed4","Caterpillar Morphology","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"En_8b40e98a","caterpillar spines","Spiny projections on some caterpillars used as a protective feature.","BiologicalStructure","0.9","Caterpillars come in a variety of shapes, sizes, and colors, depending on the species. Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves.","entity_raw","ClsC_976311da","Caterpillar Defensive Structures","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"En_6ec05a79","caterpillar hairs","Hair-like structures on some caterpillars that serve as protection.","BiologicalStructure","0.9","Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves to camouflage themselves from predators.","entity_raw","ClsC_976311da","Caterpillar Defensive Structures","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"En_a66b7488","caterpillar twig mimicry","Caterpillar behavior of resembling twigs to avoid detection.","Behavior","0.88","Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves to camouflage themselves from predators.","entity_raw","ClsC_9bd8cd1a","Caterpillar Camouflage Behaviors","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"En_37611e4b","caterpillar leaf mimicry","Caterpillar behavior of resembling leaves as camouflage.","Behavior","0.88","Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves to camouflage themselves from predators.","entity_raw","ClsC_9bd8cd1a","Caterpillar Camouflage Behaviors","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"Can_94e4e67c","chrysalis","Protective pupa casing formed by a caterpillar during the butterfly life cycle, within which metamorphosis occurs and from which the adult butterfly emerges.","BiologicalStructure","0.97","Both mentions describe the same biological structure: the protective pupa shell formed by the caterpillar and later exited by the adult butterfly.","entity_raw","ClsC_54701321","Butterfly Metamorphosis System","Butterfly Life Cycle & Wing Development","[""Ch_000004"", ""Ch_000005""]","[]"
"Can_f13938e2","metamorphosis","Transformational biological process inside the chrysalis where caterpillar tissues break down and reorganize as the organism develops into an adult butterfly.","BiologicalProcess","0.98","Both mentions describe the same biological transformation process in a butterfly chrysalis and differ only in wording, not in concept.","entity_raw","ClsC_54701321","Butterfly Metamorphosis System","Butterfly Life Cycle & Wing Development","[""Ch_000004"", ""Ch_000005""]","[]"
"Can_78ab2168","butterfly wings","The paired flight appendages of the butterfly that develop during metamorphosis, initially emerging soft and wrinkled before expanding and hardening for flight.","AnatomicalStructure","0.97","Both mentions refer to the same anatomical structures (butterfly wings) at different developmental stages, so they should be unified into one canonical entity.","entity_raw","ClsC_8c18a05a","Butterfly Wings","Butterfly Life Cycle & Wing Development","[""Ch_000005"", ""Ch_000006""]","[]"
"En_70ba8b87","soft, wrinkled wings","Initial condition of the butterfly’s wings immediately after emergence from the chrysalis.","MorphologicalState","0.94","The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden. This describes the early, unexpanded wing state.","entity_raw","ClsC_67148f3d","Post-Emergence Wing Development","Butterfly Life Cycle & Wing Development","[""Ch_000005""]","[]"
"En_bc0a06d2","fluid in wings","Internal liquid pumped into wings by the butterfly to expand and harden them.","BiologicalSubstance","0.9","The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden. The fluid is the substance used to inflate and stiffen the wings post-emergence.","entity_raw","ClsC_67148f3d","Post-Emergence Wing Development","Butterfly Life Cycle & Wing Development","[""Ch_000005""]","[]"
"En_0a2250c8","first flight","Initial flight event of the butterfly once its wings are fully developed.","BehaviorEvent","0.86","Once its wings are fully developed, the butterfly is ready to take flight for the first time.","entity_raw","ClsC_67148f3d","Post-Emergence Wing Development","Butterfly Life Cycle & Wing Development","[""Ch_000006""]","[]"
"En_b0a72f1a","mate","Reproductive partner that butterflies seek during the adult stage.","Role","0.88","Throughout their adult stage, butterflies focus on finding a mate and reproducing to continue the life cycle.","entity_raw","ClsC_9a7b1ddd","Butterfly Reproduction","Butterfly Life Cycle","[""Ch_000006""]","[]"
"En_4c61b264","reproducing","Process by which butterflies produce offspring and continue the species’ life cycle.","BiologicalProcess","0.92","Throughout their adult stage, butterflies focus on finding a mate and reproducing to continue the life cycle.","entity_raw","ClsC_9a7b1ddd","Butterfly Reproduction","Butterfly Life Cycle","[""Ch_000006""]","[]"
"Can_bdfda4a6","butterflies","Butterflies are flying insects (order Lepidoptera) that undergo complete metamorphosis through egg, larva (caterpillar), pupa (chrysalis), and adult stages, with the adult stage being a winged, nectar-feeding pollinator.","Organism","0.96","Both mentions refer generically to butterflies as organisms in the same life cycle context, without species or stage distinction, so they represent the same concept.","entity_raw","ClsC_6174cf81","Butterflies","Butterfly Ecology and Interactions","[""Ch_000001"", ""Ch_000004"", ""Ch_000006"", ""Ch_000007"", ""Ch_000008""]","[]"
"Can_d67c54ff","adult butterflies","Final life stage of butterflies as mature winged insects, capable of flight, feeding on nectar, reproduction, and often playing roles in pollination.","LifeStage","0.96","Both entities describe the same final life stage of butterflies (adult butterflies), differing only slightly in focus and type_hint.","entity_raw","ClsC_6174cf81","Butterflies","Butterfly Ecology and Interactions","[""Ch_000006"", ""Ch_000007""]","[]"
"Can_35027170","female butterflies","Adult female butterflies that lay eggs on specific host plants to begin the next generation.","Organism","0.95","Both mentions describe the same general biological group—adult female butterflies responsible for egg laying on host plants in the butterfly life cycle.","entity_raw","ClsC_6174cf81","Butterflies","Butterfly Ecology and Interactions","[""Ch_000001"", ""Ch_000007""]","[]"
"En_53b4f480","butterfly life journey","The complete developmental journey the butterfly undergoes before reaching its adult stage.","Process","0.88","Next time you see a butterfly fluttering by, take a moment to marvel at the incredible journey it has taken to reach that moment of beauty and grace.","entity_raw","ClsC_25334171","Butterfly Appreciation","Butterfly Life Cycle and Appreciation","[""Ch_000008""]","[]"
"En_165e1636","moment of beauty and grace","The experienced state when observing an adult butterfly displaying beauty and graceful movement.","State","0.75","Next time you see a butterfly fluttering by, take a moment to marvel at the incredible journey it has taken to reach that moment of beauty and grace.","entity_raw","ClsC_25334171","Butterfly Appreciation","Butterfly Life Cycle and Appreciation","[""Ch_000008""]","[]"
"En_b71e6971","nectar","Sugary liquid produced by flowers that serves as food for adult butterflies.","Substance","0.93","Adult butterflies feed on nectar from flowers using their long, tubular mouthparts called proboscis.","entity_raw","ClsC_afba24d7","Butterfly Feeding Components","Butterfly Ecology and Interactions","[""Ch_000006""]","[]"
"En_ca84f646","proboscis","Long, tubular mouthpart used by adult butterflies to feed on flower nectar.","AnatomicalStructure","0.97","Adult butterflies feed on nectar from flowers using their long, tubular mouthparts called proboscis.","entity_raw","ClsC_afba24d7","Butterfly Feeding Components","Butterfly Ecology and Interactions","[""Ch_000006""]","[]"
"Can_62e205b2","butterfly species","Different kinds of butterflies (biological taxa) whose characteristics, such as egg traits and metamorphosis duration, vary between species.","BiologicalTaxon","0.9","Both mentions refer generically to species-level variation among butterflies, not to a specific species, and share the same taxonomic concept.","entity_raw","ClsC_c2cef2d5","Butterfly Life Cycle Organisms and Host Plants","Butterfly Life Cycle","[""Ch_000002"", ""Ch_000005""]","[]"
"Can_a7f14ebe","host plants","Specific plant species on which female butterflies lay their eggs and which provide food for the emerging larvae.","Environment","0.94","Both mentions describe the same ecological concept of plants chosen by female butterflies for egg-laying and larval feeding within the same life-cycle context.","entity_raw","ClsC_c2cef2d5","Butterfly Life Cycle Organisms and Host Plants","Butterfly Life Cycle","[""Ch_000001"", ""Ch_000007""]","[]"
"En_c45e58d1","soupy substance","Liquid-like material formed when caterpillar organs dissolve during metamorphosis.","BiologicalState","0.9","Its organs dissolve into a soupy substance, and new tissues and structures, such as wings and antennae, begin to form. The phrase refers to the liquefied internal material inside the chrysalis.","entity_raw","ClsC_b6f57981","Insect Metamorphic Fluid","Insect Metamorphosis Anatomy and States","[""Ch_000005""]","[]"
"En_42f589c5","newly emerged butterfly","Butterfly immediately after leaving the chrysalis, before its wings have fully expanded and hardened.","OrganismLifeStage","0.96","The fourth and final stage of the butterfly's life cycle is the adult stage. The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden.","entity_raw","ClsR_64bc1bcf","Butterfly Life Stages","Butterfly Life Cycle & Wing Development","[""Ch_000005""]","[]"
"En_79d63365","underside of leaves","The lower surface of plant leaves where butterfly eggs are commonly laid.","Location","0.9","The eggs are usually laid on the underside of leaves to protect them from predators. Caterpillars are voracious eaters and spend most of their time feeding on leaves and growing rapidly.","entity_raw","ClsR_0c323562","Plant Organs and Leaf Surfaces","Plant Morphology","[""Ch_000002""]","[]"
"En_572416ff","leaves","Plant leaves that provide a surface for egg laying and food for caterpillars.","Environment","0.9","The eggs are usually laid on the underside of leaves to protect them from predators. Caterpillars are voracious eaters and spend most of their time feeding on leaves and growing rapidly.","entity_raw","ClsR_0c323562","Plant Organs and Leaf Surfaces","Plant Morphology","[""Ch_000002""]","[]"
"En_a47f34c2","leaf","Flat, typically green plant organ where photosynthesis occurs; serves as an attachment surface for the caterpillar when forming a chrysalis.","BiologicalStructure","0.86","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","entity_raw","ClsR_0c323562","Plant Organs and Leaf Surfaces","Plant Morphology","[""Ch_000004""]","[]"
"En_4fad15a1","stem","Supporting plant axis that transports water and nutrients and can serve as an attachment surface for a caterpillar forming a chrysalis.","BiologicalStructure","0.86","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","entity_raw","ClsR_0c323562","Plant Organs and Leaf Surfaces","Plant Morphology","[""Ch_000004""]","[]"
"Can_8c5b26a4","ecosystem","An ecological community of organisms and their physical environment, in which caterpillars and butterflies interact as pollinators, prey, and contributors to ecological balance.","Environment","0.92","Both mentions use the same term 'ecosystem' and describe the same generic ecological community concept in closely related contexts within the same text.","entity_raw","ClsR_8fd5d701","Ecology, Ecosystems, and Biodiversity","Ecology & Ecosystem Concepts","[""Ch_000003"", ""Ch_000006""]","[]"
"En_c148a70e","natural world","Broad system of ecosystems and living processes of which butterfly life cycles are a part.","Environment","0.86","By understanding and appreciating the life cycle of butterflies, we gain a deeper appreciation for the intricate connections and processes that make up the natural world.","entity_raw","ClsR_8fd5d701","Ecology, Ecosystems, and Biodiversity","Ecology & Ecosystem Concepts","[""Ch_000007""]","[]"
"En_ff81b685","biodiversity","Overall variety of species in the ecosystem to which butterflies contribute.","EcologicalProperty","0.93","Butterflies also serve as a food source for birds, reptiles, and other insects, contributing to the overall biodiversity of their ecosystem.","entity_raw","ClsR_8fd5d701","Ecology, Ecosystems, and Biodiversity","Ecology & Ecosystem Concepts","[""Ch_000006""]","[]"
"En_ce80e6aa","caterpillars","Larval stage of butterflies, growing, molting, and exhibiting diverse shapes, sizes, and colors.","OrganismLifeStage","0.98","They shed their skin several times as they grow, a process known as molting. Each time they molt, they reveal a new, larger skin underneath. Caterpillars come in a variety of shapes, sizes, and colors, depending on the species.","entity_raw","ClsR_f5855c13","Caterpillar Larval Stage","Caterpillar Biology & Adaptations","[""Ch_000003""]","[]"
"Can_c8ca5fed","butterfly egg stage","The initial life stage of a butterfly, during which the organism exists as an egg laid on a host plant before hatching into a larva.","BiologicalLifeStage","0.97","All mentions (egg, egg stage, eggs, butterfly egg) consistently describe the same first developmental stage in the butterfly life cycle, differing only in phrasing or plurality.","entity_raw","ClsR_529ddf22","Butterfly Life Cycle and Stages","Butterfly Life Cycle and Appreciation","[""Ch_000001"", ""Ch_000002"", ""Ch_000007""]","[]"
"Can_2fd0c2d7","larval (caterpillar) stage of a butterfly","The larval, or caterpillar, stage of a butterfly’s life cycle, following hatching from the egg and focused on feeding and growth before entering the pupal stage.","BiologicalLifeStage","0.96","All mentions (including singular, plural, and 'larva stage') describe the same butterfly life stage—the caterpillar phase between egg and pupa—so they should be represented as one biological life-stage entity.","entity_raw","ClsR_529ddf22","Butterfly Life Cycle and Stages","Butterfly Life Cycle and Appreciation","[""Ch_000001"", ""Ch_000002"", ""Ch_000007""]","[]"
"Can_b3f789d8","pupal (chrysalis) stage of a butterfly","The pupal, or chrysalis, life stage of a butterfly, occurring between the larval (caterpillar) stage and the adult butterfly, during which metamorphosis takes place inside an enclosing case.","BiologicalLifeStage","0.97","All three mentions refer to the same butterfly life stage between larva and adult, described consistently as the chrysalis/metamorphosis phase.","entity_raw","ClsR_529ddf22","Butterfly Life Cycle and Stages","Butterfly Life Cycle and Appreciation","[""Ch_000001"", ""Ch_000004"", ""Ch_000007""]","[]"
"Can_ce6366a6","butterfly life cycle","The complete developmental sequence of a butterfly from egg through larva (caterpillar), pupa (chrysalis), and adult butterfly.","BiologicalProcess","0.98","Both entities describe the same developmental sequence specific to butterflies, differing only in phrasing and specificity, so they should be unified.","entity_raw","ClsR_529ddf22","Butterfly Life Cycle and Stages","Butterfly Life Cycle and Appreciation","[""Ch_000001"", ""Ch_000002"", ""Ch_000004"", ""Ch_000005"", ""Ch_000006"", ""Ch_000007""]","[]"
"Can_dd80a7cd","adult butterfly stage","The fourth and final life cycle stage of butterflies, when the fully developed winged adult emerges from the chrysalis and focuses on flight, feeding, and reproduction.","LifeCycleStage","0.99","Both mentions describe the same final, winged adult phase of a butterfly’s life cycle, differing only in wording and type granularity, so they should be represented as a single life cycle stage entity.","entity_raw","ClsR_529ddf22","Butterfly Life Cycle and Stages","Butterfly Life Cycle and Appreciation","[""Ch_000001"", ""Ch_000005"", ""Ch_000006"", ""Ch_000007""]","[]"
"Can_698b56b9","caterpillar","Larval stage of a butterfly, characterized by voracious feeding on leaves and rapid growth, which eventually stops eating and prepares for pupation.","OrganismLifeStage","0.97","Both mentions describe the same butterfly larval stage (caterpillar) in different parts of its development within the same life cycle context.","entity_raw","ClsR_529ddf22","Butterfly Life Cycle and Stages","Butterfly Life Cycle and Appreciation","[""Ch_000002"", ""Ch_000004""]","[]"
"En_b36024a4","birds","Vertebrate animals that use butterflies as a food source within the ecosystem.","Organism","0.95","Butterflies also serve as a food source for birds, reptiles, and other insects, contributing to the overall biodiversity of their ecosystem.","entity_raw","ClsR_4c15cbb1","Butterfly Predators","Butterfly Ecology and Interactions","[""Ch_000006""]","[]"
"En_367865dd","reptiles","Cold-blooded vertebrates that prey on butterflies as part of the food web.","Organism","0.95","Butterflies also serve as a food source for birds, reptiles, and other insects, contributing to the overall biodiversity of their ecosystem.","entity_raw","ClsR_4c15cbb1","Butterfly Predators","Butterfly Ecology and Interactions","[""Ch_000006""]","[]"
"En_2a1a02c3","insects","Other insect species that consume butterflies as food within the ecosystem.","OrganismGroup","0.9","Butterflies also serve as a food source for birds, reptiles, and other insects, contributing to the overall biodiversity of their ecosystem.","entity_raw","ClsR_4c15cbb1","Butterfly Predators","Butterfly Ecology and Interactions","[""Ch_000006""]","[]"
"En_aebf4cd3","predators of caterpillars","Animals that hunt or feed on caterpillars, driving their protective adaptations.","OrganismGroup","0.83","Some caterpillars have spines or hairs for protection, while others mimic the appearance of twigs or leaves to camouflage themselves from predators.","entity_raw","ClsR_4c15cbb1","Butterfly Predators","Butterfly Ecology and Interactions","[""Ch_000003""]","[]"
"En_3acaf8cb","predators","Animals that might eat or harm butterfly eggs, prompting eggs to be laid under leaves.","BiologicalAgent","0.86","The eggs are usually laid on the underside of leaves to protect them from predators.","entity_raw","ClsR_4c15cbb1","Butterfly Predators","Butterfly Ecology and Interactions","[""Ch_000002""]","[]"
