"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_d6bc882fdfea","Can_4654f6ef","Can_2d6c7d7c","associated_with","originates_from","Indicates that the subject (such as a narrative, tradition, or concept) historically originates from, or is grounded in, the object as its source cultural, folkloric, or geographic context.","narrative_origin_relation","CAUSALITY","association","0.86","The phrase suggests origins are embedded in or explained through folklore, modeled as an association.","The phrase 'shrouded in mystery and folklore' treats folklore as part of what surrounds or explains the origins.","","the origins of these famous fairytales are often shrouded in mystery and folklore.","Ch_000001","{
 ""TemporalQualifier"": ""often"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""origins not clearly documented; linked to folklore"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""shrouded in"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","The origins of famous fairytales are intertwined with or framed in terms of folklore."
"RelR_864bcec9a1c4","Can_4f769866","Can_6fe8d6d0","authored","is_author_of","Connects a creator/author (person or group) to a specific literary work or collection for which they are primarily responsible.","creative_work_creation_relation","CREATION","creation","0.98","Possessive construction indicates authorship/ownership of the collection by the Brothers Grimm.","The text refers to 'the Brothers Grimm's ""Grimm's Fairy Tales""', clearly attributing the collection to them.","","One of the most well-known collections of fairytales is the Brothers Grimm's ""Grimm's Fairy Tales,""","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""possessive form indicates creation/ownership"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The Brothers Grimm authored or compiled the collection titled 'Grimm's Fairy Tales'."
"RelR_3d89d1402b84","Can_6fe8d6d0","Can_de2dcc1a","includes","includes_item","Indicates that a collection, corpus, or set includes the referenced item or work as one of its members.","membership_relation","ASSOCIATION","collection_membership","0.98","Collection (Grimm's Fairy Tales) as subject that includes specific tales.","The phrase 'which includes classic stories such as ""Cinderella""' explicitly states inclusion.","","which includes classic stories such as ""Cinderella,"" ""Snow White,"" and ""Hansel and Gretel.""","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""examples: such as"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""includes"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The collection 'Grimm's Fairy Tales' contains the story 'Cinderella'."
"RelR_6818dd2134bd","Can_6fe8d6d0","Can_1744b5e1","includes","includes_item","Indicates that a collection, corpus, or set includes the referenced item or work as one of its members.","membership_relation","ASSOCIATION","collection_membership","0.98","Same inclusion pattern as for Cinderella and Hansel and Gretel.","Snow White is listed among the classic stories that the collection 'includes'.","","which includes classic stories such as ""Cinderella,"" ""Snow White,"" and ""Hansel and Gretel.""","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""examples: such as"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""includes"",
 ""LogicalMarker"": ""such as"",
 ""OtherQualifier"": null
}","The collection 'Grimm's Fairy Tales' contains the story 'Snow White'."
"RelR_d6a06dc819ab","Can_6fe8d6d0","Can_356acc7b","includes","includes_item","Indicates that a collection, corpus, or set includes the referenced item or work as one of its members.","membership_relation","ASSOCIATION","collection_membership","0.98","Follows the same 'includes classic stories such as' construction.","Hansel and Gretel is explicitly mentioned as one of the classic stories included in the collection.","","which includes classic stories such as ""Cinderella,"" ""Snow White,"" and ""Hansel and Gretel.""","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""examples: such as"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""includes"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The collection 'Grimm's Fairy Tales' contains the story 'Hansel and Gretel'."
"RelR_5b3a1e2b3930","Can_de2dcc1a","Can_4b5a9fad","is_instance_of","is_instance_of","Indicates that the subject is a specific instance or individual example of the object class or category.","classification_hierarchy_relation","HIERARCHY","classification","0.88","In context, 'Cinderella' is clearly treated as a fairytale; direction from specific story to generic category.","""Cinderella"" is listed among 'classic stories' in a well-known fairytale collection, implying it is itself a fairytale.","Modeled as instance-of to capture that Cinderella is a member of the fairytale genre.","which includes classic stories such as ""Cinderella,""","Ch_000001","{
 ""TemporalQualifier"": ""classic (enduring status)"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""well-known, classic"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""such as"",
 ""OtherQualifier"": null
}","Cinderella is presented as an individual fairytale belonging to the broader category of fairytales."
"RelR_8a5226ec9007","Can_1744b5e1","Can_4b5a9fad","is_instance_of","is_instance_of","Indicates that the subject is a specific instance or individual example of the object class or category.","classification_hierarchy_relation","HIERARCHY","classification","0.88","Snow White appears in a major fairytale collection, indicating its genre.","Listed as one of the 'classic stories' in a fairytale collection, which identifies it as a fairytale.","","includes classic stories such as ""Cinderella,"" ""Snow White,""","Ch_000001","{
 ""TemporalQualifier"": ""classic (enduring status)"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""well-known, classic"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""such as"",
 ""OtherQualifier"": null
}","Snow White is treated as an individual instance of a fairytale."
"RelR_abad49984afa","Can_356acc7b","Can_4b5a9fad","is_instance_of","is_instance_of","Indicates that the subject is a specific instance or individual example of the object class or category.","classification_hierarchy_relation","HIERARCHY","classification","0.9","Known as a Brothers Grimm fairytale; inclusion in fairytale collection confirms genre.","As a 'classic story' in 'Grimm's Fairy Tales', Hansel and Gretel is identified as a fairytale.","","includes classic stories such as ""Cinderella,"" ""Snow White,"" and ""Hansel and Gretel.""","Ch_000001","{
 ""TemporalQualifier"": ""classic (enduring status)"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""well-known, classic"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""such as"",
 ""OtherQualifier"": null
}","Hansel and Gretel is treated as an individual fairytale."
"RelR_13f58f6870f0","En_b2111f88","Can_4f769866","member_of","is_member_of","Indicates that an individual or entity is a member or constituent of a group, organization, or collective.","membership_relation","ASSOCIATION","membership","0.97","Map individual Grimm brother to the collective entity Brothers Grimm.","The phrase ""Jacob and Wilhelm Grimm"" clearly refers to the two individuals who together are known as the Brothers Grimm.","","Jacob and Wilhelm Grimm, German brothers and scholars, began collecting and publishing these tales","Ch_000002","{
 ""TemporalQualifier"": ""early 19th century (period of activity mentioned in same sentence)"",
 ""SpatialQualifier"": ""Germany"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Role: German brothers and scholars""
}","Jacob Grimm is one of the two siblings that constitute the Brothers Grimm."
"RelR_32d514ccc87d","En_38d2ea70","Can_4f769866","member_of","is_member_of","Indicates that an individual or entity is a member or constituent of a group, organization, or collective.","membership_relation","ASSOCIATION","membership","0.97","Map individual Grimm brother to the collective entity Brothers Grimm.","The named pair ""Jacob and Wilhelm Grimm"" are the two brothers who form the Brothers Grimm.","","Jacob and Wilhelm Grimm, German brothers and scholars, began collecting and publishing these tales","Ch_000002","{
 ""TemporalQualifier"": ""early 19th century (period of activity mentioned in same sentence)"",
 ""SpatialQualifier"": ""Germany"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Role: German brothers and scholars""
}","Wilhelm Grimm is one of the two siblings that constitute the Brothers Grimm."
"RelR_2420422126f7","En_b2111f88","En_38d2ea70","sibling_of","is_sibling_of","Indicates that the subject and object are siblings (brothers or sisters) within a family.","family_relationship_relation","SOCIAL_RELATIONSHIP","familial","0.96","Direction chosen arbitrarily for a symmetric sibling relation.","The text directly calls them ""German brothers"".","Conceptually symmetric; represented in one direction only.","Jacob and Wilhelm Grimm, German brothers and scholars","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""Germany"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Both described as scholars""
}","Jacob Grimm and Wilhelm Grimm are brothers."
"RelR_01dee8b3426a","Can_4f769866","En_09a0c18b","traveled_in","travels_through","The subject travels through or across the object region or area.","spatial_movement_relation","SPATIALITY","spatial","0.98","Subject is the pair (Brothers Grimm) described by Jacob and Wilhelm Grimm.","The text states that ""The brothers traveled throughout the German countryside"".","","The brothers traveled throughout the German countryside, gathering stories","Ch_000002","{
 ""TemporalQualifier"": ""early 19th century (implied by previous sentence)"",
 ""SpatialQualifier"": ""throughout the German countryside"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""in order to gather stories"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Purpose: collecting stories""
}","The Brothers Grimm traveled through the German countryside while collecting stories."
"RelR_79a01cbeec57","Can_4f769866","En_eafa6b91","collected_from","collects_material_from","Indicates that an agent collects material (e.g., stories, data, specimens) from a source or informant group.","data_collection_source_relation","AGENCY","source","0.99","Stories are oral tales; peasants are explicitly named as sources.","The text says they traveled, ""gathering stories from peasants and villagers"".","","gathering stories from peasants and villagers to preserve the oral traditions","Ch_000002","{
 ""TemporalQualifier"": ""during their early 19th century collecting work"",
 ""SpatialQualifier"": ""German countryside"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to preserve the oral traditions of their culture"",
 ""LogicalMarker"": ""to"",
 ""OtherQualifier"": ""Medium: orally recounted stories""
}","The Brothers Grimm collected stories from peasants."
"RelR_f79fa31e4f14","Can_4f769866","En_556ff174","collected_from","collects_material_from","Indicates that an agent collects material (e.g., stories, data, specimens) from a source or informant group.","data_collection_source_relation","AGENCY","source","0.99","Villagers are parallel to peasants as oral story sources.","They are described as ""gathering stories from peasants and villagers"".","","gathering stories from peasants and villagers to preserve the oral traditions","Ch_000002","{
 ""TemporalQualifier"": ""during their early 19th century collecting work"",
 ""SpatialQualifier"": ""German countryside"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to preserve the oral traditions of their culture"",
 ""LogicalMarker"": ""to"",
 ""OtherQualifier"": ""Medium: orally recounted stories""
}","The Brothers Grimm collected stories from villagers."
"RelR_5160067b4730","Can_4f769866","En_83ca1ec2","preserves","seeks_to_preserve","Denotes an intentional effort by an agent to preserve or safeguard a cultural, material, or conceptual object.","cultural_preservation_relation","AGENCY","purpose","0.99","Purpose clause links the brothers' activity to preservation of oral traditions.","They gathered stories ""to preserve the oral traditions of their culture.""","","gathering stories from peasants and villagers to preserve the oral traditions of their culture","Ch_000002","{
 ""TemporalQualifier"": ""early 19th century"",
 ""SpatialQualifier"": ""German countryside / German culture"",
 ""OperationalConstraint"": ""by recording orally transmitted stories"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""in order to"",
 ""LogicalMarker"": ""to"",
 ""OtherQualifier"": ""Medium to be preserved: stories passed down verbally for generations""
}","The Brothers Grimm aimed to preserve oral traditions by collecting stories."
"RelR_4f89e8aeccd9","En_83ca1ec2","En_4e581609","part_of","is_part_of","Indicates that the subject is a constituent or component of the broader whole represented by the object.","cultural_component_relation","COMPOSITION","composition","0.96","Pronoun ""their"" refers to the German brothers' culture, i.e., German culture.","""the oral traditions of their culture"" implies these traditions belong to/are part of that culture.","","oral traditions of their culture. Many of these tales had been passed down verbally","Ch_000002","{
 ""TemporalQualifier"": ""existing for generations before being recorded"",
 ""SpatialQualifier"": ""German cultural context"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""of"",
 ""OtherQualifier"": ""Transmission mode: passed down verbally""
}","The oral traditions are a component of German culture."
"RelR_48ca1e31f1a4","Can_4f769866","En_b7016aaf","active_in_period","active_during_time_period","Indicates that an agent or entity carried out its characteristic activity during a specified time period.","temporal_activity_relation","TEMPORALITY","temporal","0.99","Time period is explicitly tied to the start of their collecting and publishing activity.","The sentence gives the onset of their activity: ""began collecting and publishing these tales in the early 19th century.""","","began collecting and publishing these tales in the early 19th century","Ch_000002","{
 ""TemporalQualifier"": ""early 19th century"",
 ""SpatialQualifier"": ""Germany (implied by 'German brothers')"",
 ""OperationalConstraint"": ""activity: collecting and publishing tales"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""in"",
 ""OtherQualifier"": null
}","The Brothers Grimm began their tale-collecting and publishing work in the early 19th century."
"RelR_d97be165d7ef","En_83ca1ec2","En_b7016aaf","precedes_in_time","occurs_before_time_period","Indicates that an event, practice, or state existed or occurred prior to a specified time period.","temporal_ordering_relation","TEMPORALITY","temporal","0.7","Generational transmission is said to occur before recording by the Grimms in early 19th century.","The text notes many tales ""had been passed down verbally for generations before being recorded by the Grimms,"" whose activity is dated to the early 19th century.","Relation mainly captures the temporal ordering between oral transmission and recording period.","Many of these tales had been passed down verbally for generations before being recorded by the Grimms.","Ch_000002","{
 ""TemporalQualifier"": ""for generations before early 19th century recording"",
 ""SpatialQualifier"": ""German cultural context"",
 ""OperationalConstraint"": ""mode: passed down verbally"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""before being recorded"",
 ""LogicalMarker"": ""before"",
 ""OtherQualifier"": null
}","The oral traditions existed for generations before early 19th-century recording by the Grimms."
"RelR_736941796173","En_16f2d18e","Can_de2dcc1a","earliest_version_of","is_version_of","Indicates that the subject narrative or tradition is a version or variant of the object narrative, sharing core plot identity with possible differences in period, culture, time, or other features.","narrative_version_relation","IDENTITY","versioning","0.98","Cinderella (fairytale) is the general tale; the Rhodopis story is a specific early version.","The text states: ""The earliest known version of the Cinderella story can be traced back to ancient Greece,"" then describes the Rhodopis story.","","The earliest known version of the Cinderella story can be traced back to ancient Greece, where the story of a young girl named Rhodopis","Ch_000002","{
 ""TemporalQualifier"": ""ancient Greece; earlier than later cultural forms"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""earliest known (knowledge-based limitation)"",
 ""CausalHint"": ""can be traced back to"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ComparativeContext: among various cultural forms told for centuries""
}","The Rhodopis Cinderella tale is identified as the earliest known version of the Cinderella story."
"RelR_60044182a043","En_16f2d18e","En_05dc29e6","originates_in","originates_from","Indicates that the subject (such as a narrative, tradition, or concept) historically originates from, or is grounded in, the object as its source cultural, folkloric, or geographic context.","narrative_origin_relation","CAUSALITY","spatial-temporal","0.99","Ancient Greece is the specified historical-cultural context of the earliest Cinderella version.","The sentence links the earliest Cinderella version directly to ancient Greece.","","can be traced back to ancient Greece, where the story of a young girl named Rhodopis","Ch_000002","{
 ""TemporalQualifier"": ""ancient period of Greek civilization"",
 ""SpatialQualifier"": ""ancient Greece"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""phrased as 'can be traced back'"",
 ""CausalHint"": ""can be traced back to"",
 ""LogicalMarker"": ""where"",
 ""OtherQualifier"": null
}","The Rhodopis Cinderella tale originates in ancient Greece."
"RelR_6d09cc79e053","En_c8119350","En_16f2d18e","character_in","is_element_of_narrative","Indicates that the subject is a narrative element (e.g., character, object, or plot device) that belongs to or appears within the specified narrative work or tale.","narrative_structure_relation","ASSOCIATION","narrative-role","0.99","Rhodopis is explicitly named as the young girl in the described Cinderella-like story.","The text describes ""the story of a young girl named Rhodopis"" as the version of Cinderella.","","the story of a young girl named Rhodopis who marries the king after he finds her lost slipper","Ch_000002","{
 ""TemporalQualifier"": ""ancient Greece"",
 ""SpatialQualifier"": ""setting: ancient Greece"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""named"",
 ""OtherQualifier"": ""Role: heroine of the tale""
}","Rhodopis is the central young girl character in the Rhodopis Cinderella tale."
"RelR_26ee58f93a9d","En_396ba2a9","En_16f2d18e","character_in","is_element_of_narrative","Indicates that the subject is a narrative element (e.g., character, object, or plot device) that belongs to or appears within the specified narrative work or tale.","narrative_structure_relation","ASSOCIATION","narrative-role","0.96","The king appears as the ruler who marries Rhodopis in this story.","The sentence describes a king who finds the slipper and marries Rhodopis within the same tale.","","the story of a young girl named Rhodopis who marries the king after he finds her lost slipper","Ch_000002","{
 ""TemporalQualifier"": ""ancient Greece"",
 ""SpatialQualifier"": ""setting: ancient Greece"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""after he finds her lost slipper"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": ""Role: ruler who selects heroine via slipper""
}","The king in the Rhodopis tale is a character in the Rhodopis Cinderella story."
"RelR_0d5d29680ae7","En_e4317b11","En_16f2d18e","plot_element_of","is_element_of_narrative","Indicates that the subject is a narrative element (e.g., character, object, or plot device) that belongs to or appears within the specified narrative work or tale.","narrative_structure_relation","ASSOCIATION","narrative-element","0.97","The slipper enables the king to identify and marry the heroine in this specific version.","The story is summarized as the king finding her lost slipper and then marrying her, marking the slipper as central.","","who marries the king after he finds her lost slipper","Ch_000002","{
 ""TemporalQualifier"": ""within the events of the tale"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""enables the king to identify her"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": ""Function: identification token for the heroine""
}","The lost slipper is a key plot element in the Rhodopis Cinderella tale."
"RelR_79adbf88f7a6","En_396ba2a9","En_e4317b11","finds","discovers","An agent encounters or finds an entity or location previously unknown or not in their possession within the narrative.","narrative_event_relation","AGENCY","action","0.98","The king is the subject of the verb ""finds"" relating to the slipper.","The text states that the king ""finds her lost slipper.""","","who marries the king after he finds her lost slipper","Ch_000002","{
 ""TemporalQualifier"": ""before marrying Rhodopis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""leading to their marriage"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": ""NarrativeRole: discovery triggers recognition and marriage""
}","The king in the Rhodopis tale finds the lost slipper."
"RelR_8d8e2b2352e1","En_c8119350","En_396ba2a9","marries","marries","Indicates that the subject enters into a marriage with the object at some point in the narrative timeline.","family_relationship_relation","SOCIAL_RELATIONSHIP","familial","0.99","Marriage is explicitly described as an outcome of the story.","The clause clearly states that Rhodopis ""marries the king"".","","the story of a young girl named Rhodopis who marries the king after he finds her lost slipper","Ch_000002","{
 ""TemporalQualifier"": ""after he finds her lost slipper"",
 ""SpatialQualifier"": ""ancient Greece (setting of the story)"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""after he finds her lost slipper"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": ""Outcome: resolution of the tale""
}","Rhodopis marries the king in the Rhodopis Cinderella tale."
